accel_mag_mean,accel_mag_std,accel_mag_max,rot_mag_mean,rot_mag_std,rot_mag_max,accel_x_mean,accel_x_std,accel_y_mean,accel_y_std,accel_z_mean,accel_z_std,rot_x_mean,rot_x_std,rot_y_mean,rot_y_std,rot_z_mean,rot_z_std,gravity_x_mean,gravity_y_mean,gravity_z_mean,accel_x_energy,accel_y_energy,accel_z_energy,rot_x_energy,rot_y_energy,rot_z_energy,accel_mag_dom_freq,accel_mag_dom_freq_share,accel_mag_band_cadence,accel_mag_band_harmonic,accel_mag_band_transition,accel_mag_band_tremor,accel_mag_ac_peak,accel_mag_ac_period_s,accel_mag_ac_at_dom,accel_mag_skew,accel_mag_kurtosis,rot_mag_dom_freq,rot_mag_dom_freq_share,rot_mag_band_cadence,rot_mag_band_harmonic,rot_mag_band_transition,rot_mag_band_tremor,rot_mag_ac_peak,rot_mag_ac_period_s,rot_mag_ac_at_dom,rot_mag_skew,rot_mag_kurtosis,accel_corr_xy,accel_corr_xz,accel_corr_yz,rot_corr_xy,rot_corr_xz,rot_corr_yz,recording,activity,n_samples
0.14863271791554317,0.13192343710367677,2.074153012253918,0.7943246615963455,0.8380061580841561,8.619115160543686,0.01522447555459832,0.12185267024782155,0.00417972367004092,0.12556559667628456,0.018303141287960373,0.09111014912722513,0.04928160435063537,0.7740340682598029,0.018550064613396512,0.4560657298124503,0.036527297006245955,0.7225713203845097,-0.29336234869696315,0.156839981692871,-0.14377614365711824,0.014848073246524335,0.015766719068671362,0.008301059273985204,0.5991287388268213,0.20799594990936293,0.5221093130422136,0.32306698255438293,0.04657254045454176,0.2973702629349711,0.17891940181799376,0.12515160788743215,0.18951003878119727,0.16644158067286371,0.57,0.1245043880665579,4.877258507652354,44.038379133439015,0.38768037906525954,0.07086454655277277,0.30000924114242566,0.30265790067079046,0.08508795180877209,0.03650406808693294,0.2118836415481047,2.4,0.191166095887552,3.612626213146074,19.02197785376713,0.02648628780924397,0.03843138255779271,-0.16559770545032187,0.09551068482104631,-0.36167923812804487,-0.1672647027524946,021224_30DBP_W10_S1_R6-2024-12-02_14-42-26.csv,30DBP,4643
0.14432237264795278,0.14709428427531304,2.13955380924762,0.8027300844890571,0.9584500040010362,6.253082533195449,0.022473663361427865,0.11912098609341389,0.006706037927615271,0.1357633870218595,0.01337742389687655,0.09549953424954113,0.016351277640059492,0.7314067051025618,-0.026319875061973225,0.5190994936219616,0.003706649975210697,0.8704985014849504,-0.4243231576598909,0.2271947369856222,-0.17383160461080815,0.014189809327867306,0.01843169725564721,0.009120161041879281,0.5349557682689857,0.269464284278577,0.7577676410875442,0.12394645513138322,0.06875025213936078,0.4251521829490473,0.13512390118789583,0.10037275805828266,0.15609773124442786,0.3365232801215899,0.59,0.018849539455549444,3.7602884861110697,27.503724988025375,0.12394645513138322,0.07722170288402799,0.4644983133181368,0.22705181347826833,0.057982680291120636,0.030285233525206536,0.2063729911889621,1.14,0.009993008721564431,2.60001419637014,8.05247230267456,-0.007388907090559908,-0.010190393166286395,-0.14834048504848324,0.11673341810195381,-0.39004871074827796,-0.008556992995091441,021224_30DBP_W12_5_S2_R5-2024-12-02_14-44-20.csv,30DBP,4034
0.12170120261156663,0.117910293126715,1.985376581483976,0.5106219203441223,0.5949719398307376,7.4595594935522165,0.011593905073649755,0.09793170944076234,0.009537653846153847,0.11163280104041985,0.005250005910165484,0.08006181211622261,0.0019169934533551547,0.46213586357296155,-0.0016684996362975092,0.2983188160134557,-0.004523108019639937,0.5587123340772373,-0.7698736189307147,0.03897122685942899,-0.1481762805055465,0.009590619713989898,0.012461882268129963,0.006409893759333329,0.21356955640032693,0.08899411598767004,0.3121594722500344,0.2636843062374977,0.035972453580695826,0.42517530344297094,0.12783083171086354,0.08289318209995918,0.1211487101663864,0.3596019859130266,0.66,0.11520240882391886,3.90975185519288,30.026782726888705,0.2636843062374977,0.030123581041410833,0.4318031847969934,0.22653933812943378,0.04738757679290827,0.0395369371259196,0.23581554988755754,1.54,0.13571990134282302,4.2706621130155025,24.701947737577974,0.0733937604420004,0.13752931369632074,-0.15965859559516804,-0.08965275978349259,-0.4694531658185038,0.10917822117039047,021224_30DBP_W17_5_S3_R18-2024-12-02_14-47-29.csv,30DBP,10998
0.12371371869873873,0.12069225314933915,2.647844070330804,0.5563030475107013,0.6589625993279692,6.254994676004609,0.012208214056263994,0.09329217527011208,0.007120385379149226,0.11658851838349843,0.0029439032415068626,0.08583970134185862,0.005047598559330289,0.5182262601099531,-0.00964294616957072,0.39342856506886725,-0.006287514065998251,0.5658908114270641,-0.642189078458094,0.14251226000194683,-0.10638229660274505,0.008703429966629312,0.013592882618859351,0.007368454326459484,0.26855845666754874,0.1547860358121479,0.320232410457581,0.2628248807553782,0.036230097690599226,0.34414820233084387,0.16831372263014238,0.08815428928449025,0.15011921522549954,0.3366043347296807,0.51,0.13044014330804982,4.775911083475295,49.612615754123404,0.2628248807553782,0.03529249638725789,0.3238065197346328,0.29135236214138166,0.062206823556110874,0.039727840719658195,0.2139325168832883,3.72,0.20865807670777944,4.0623175447582645,22.56634759805726,0.14441420265620067,0.06485620924311974,-0.21168684186181694,0.022137243139765405,-0.34537220538337954,0.09581777518518851,021224_30DBP_W17_5_S4_R14-2024-12-02_14-53-23.csv,30DBP,10273
0.15358894267491166,0.13641435002785599,2.2879626918868237,0.7430228643440471,0.81405230976054,4.804816813907998,0.018474169159256263,0.11314825283600537,0.0075065422392886025,0.14387935762556045,0.012519466855295067,0.09024919820414987,-0.012738941188358947,0.654820841121514,-0.029373026273241717,0.4298592064160177,0.009838601859337099,0.7747156820739783,-0.4935329611964431,0.16045116673403392,-0.17288857477768796,0.012802527119840595,0.02070126955074392,0.008144917776491928,0.42879033396708705,0.18477893734060855,0.6001843880513494,0.2627324171382377,0.060864681838781985,0.3530136300674429,0.1598897522823807,0.12901608473731732,0.18034364536209183,0.21131263116015617,0.53,0.06290591379069056,3.8782199143017047,33.73225999217799,0.28294260307194824,0.07127432412542133,0.41145216924309413,0.26136701589237904,0.06248773371659713,0.03068422610519167,0.29922509943051734,2.72,0.04824771390999874,2.443697388742641,6.011051842190627,-0.10126975314260205,0.04579398954204901,-0.26481791649522196,0.14469651237842607,-0.2907237943645606,-0.059388476187314514,040125_30DBP_W12_5_S2_R8-2025-01-04_14-53-47.csv,30DBP,4948
0.1407301424345324,0.13725283546025752,2.879395964961054,0.6171000492811723,0.7429995436495289,6.9145776164901065,0.0141809763819737,0.11324142174553006,0.007777588791012383,0.13377885079504423,0.009238986978169283,0.0870542812240471,0.011557262351589435,0.5655596556043342,-0.011561896974339332,0.37585182397068484,0.005790001148985068,0.6866485909109975,-0.6837387725009575,0.11563892978424614,-0.0845333946125367,0.012823619598949008,0.017896780920042706,0.007578447879435479,0.3198577240472931,0.14126459358209065,0.47148628740005843,0.21703051193667816,0.045292534396472246,0.3162086656449437,0.15246669881192093,0.1136004193282269,0.1821521836830513,0.21856305728661418,0.6,0.05922607631924111,5.16745740285641,57.565297855900965,0.4595940252776714,0.04372815040400567,0.39566597776847995,0.19897688462437682,0.04477411135800807,0.038823339674160975,0.30417240190974704,2.17,0.3035799206419399,4.101709402216778,22.62980226206919,-0.04991360513894621,0.07372720665351555,-0.2667243223514332,0.11437184228059755,-0.3988761077510289,-0.21087872065303437,040125_30DBP_W17_5_S3_R12-2025-01-04_14-57-26.csv,30DBP,7833
0.1411961787146909,0.13888410412085164,2.647672504157,0.6913310684960062,0.8034762221878325,7.3170760078806065,0.016072320097477066,0.10733514355377805,0.0077977444094036695,0.13752528710201292,0.00802226634174312,0.0917084503123696,-0.007843504013761465,0.6809245731876927,-0.02604286797591743,0.3963342677720815,0.01510904257454129,0.7084305949745696,-0.6484824168577983,0.11788076361811928,-0.0868386118119266,0.01152083304171014,0.01891320459249108,0.008410439858696363,0.46365827437084156,0.15708085181043202,0.5018739078960227,0.2150229357798165,0.04278587204057257,0.2811083076664375,0.1680279937864927,0.14636975481901304,0.20235464260743652,0.1983464127896252,0.56,0.057408571895348696,6.068791684994397,72.6857205173704,0.4013761467889908,0.02916117791791136,0.3554251093711335,0.15506694792985498,0.10059899862449782,0.04777915323973295,0.31812523935690995,2.13,0.2627392312944606,3.759990925238257,18.940674733303002,-0.023700009087225322,0.12570044822066917,-0.11809945358673789,0.19206694095986784,-0.3544714637498112,-0.13626175875061386,040125_30DBP_W17_5_S4_R10-2025-01-04_15-02-06.csv,30DBP,6976
0.16488166253473818,0.1397183586002627,3.22173509233177,0.7908887415871717,0.9360386858097747,7.537349776031958,0.022642962109375,0.13770963040613246,0.007770967773437498,0.13805361912499653,0.01400251796875,0.08899683514955631,-0.0032817714843750025,0.6753936152573077,-0.04365642929687499,0.5254675546985133,0.024839400390625002,0.8757789587202636,-0.5851138367187501,0.13711308671875,-0.12024885644531251,0.018963942306593602,0.019058801753509606,0.0079204366666373,0.4561565355303361,0.276116151040835,0.766988784537149,0.33203125,0.09614634503674038,0.3461021543053331,0.17322493017360885,0.15350548083358592,0.1792033659010129,0.1955695377685405,2.52,0.027817502452034095,5.3424849630147255,74.50258973327853,0.33203125,0.06893931310694225,0.39565909864111265,0.21453187952287397,0.11237788337640799,0.025092893930770403,0.23643439031160282,2.51,0.1421737523779916,3.5027194417304295,15.189955170533288,-0.04626552706273466,0.21807153882078067,-0.09721921340510463,0.2099770145372969,-0.4081481135794096,-0.23131036797141855,040125_30DBP_W7_5_S1_R12-2025-01-04_14-51-59.csv,30DBP,5120
0.10667426947766204,0.11390445765615816,2.5092216906515055,0.4679249407270703,0.5482230841623512,6.114727413078526,0.0075451777011862784,0.08857107423506158,0.0003674201667201026,0.10076497924057756,0.00569682197819814,0.07916183124309727,0.0005645828791279258,0.42133252978431496,-0.00046888666239179485,0.34484345344783257,0.004857119589612055,0.4722897536173416,-0.671995471625521,0.11020513706316129,-0.12809901354600833,0.00784483519115279,0.010153581041354026,0.00626659552576061,0.17752110065445065,0.11891700738582747,0.22305761137192923,0.10420006412311637,0.03354357742520292,0.21985799094928557,0.1867070845328679,0.14041185004523596,0.1633662426814645,0.29892010297623034,0.93,0.03483167420699707,6.214192894083184,80.23550127622072,0.10420006412311637,0.028409437286458644,0.25447805379900934,0.24320341280977012,0.07161189173461993,0.052348315545696224,0.3392148681376594,1.1,0.011776244993706548,3.8275591736491936,21.414511044606595,-0.04676686879113187,0.0913249189470556,-0.32060405791142826,-0.028418549084371945,-0.3623983656064595,0.15806305580177965,231124_30DBP_W17_5_S1_R16-2024-11-23_12-21-42.csv,30DBP,12476
0.1147996624789573,0.1203898509662531,2.2346945477057933,0.5248686178533409,0.6779309066305521,11.0546452506772,0.010358989854719582,0.09773893690261266,0.0005853298433568708,0.10908097190454391,0.0033410615209804395,0.0781240462696016,0.0026029524389254094,0.5593274323446088,-0.015185555717880043,0.39086300333671525,-0.011763152098043985,0.5187512876847186,-0.6686358427075724,0.07379395316938561,-0.05181323480236994,0.0095528997868529,0.011898658431639899,0.006103366605534851,0.312847176573213,0.15277388737739708,0.26910289847455365,0.20290560831101367,0.03564247917727267,0.33058180681517896,0.16606871640461437,0.11737059010207469,0.159371917567655,0.1811332221462202,3.88,0.11308738109534304,5.975922069031556,63.22487491596647,0.20290560831101367,0.027135734393641815,0.33322870787482534,0.25853885964765316,0.09361596273227436,0.047728173556973286,0.23886616147536235,4.33,0.1591404303285003,5.856055784899727,53.21946451511291,0.15628305161876288,0.044516587966019046,-0.3764268873007649,-0.08941964910815225,-0.3214479012586681,0.4199116308648815,231124_30DBP_W17_5_S2_R16-2024-11-23_12-27-44.csv,30DBP,12321
